,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
151119,2,2016-06-01 08:12:14,2016-06-01 08:45:19,2,19.32,-73.95228576660156,40.7721061706543,2,N,-73.77631378173827,40.64568328857422,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
151120,2,2016-06-01 08:12:14,2016-06-01 09:03:02,1,20.66,-73.97918701171875,40.78506851196289,2,N,-73.78977203369139,40.64700317382813,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
151192,2,2016-06-01 08:12:19,2016-06-01 09:00:39,1,18.88,-73.9939193725586,40.73609161376953,2,N,-73.7764129638672,40.645301818847656,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
151232,1,2016-06-01 07:59:27,2016-06-01 08:33:53,1,19.9,-73.96306610107422,40.7642936706543,2,N,-73.78899383544923,40.64732360839844,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
151486,2,2016-06-01 08:12:47,2016-06-01 09:17:37,1,22.04,-73.98143768310547,40.76332092285156,2,N,-73.7825927734375,40.64411163330078,1,52.0,0.0,0.5,15.84,0.0,0.3,68.64
151499,1,2016-06-01 08:12:49,2016-06-01 08:52:46,2,21.7,-73.9805908203125,40.76335144042969,2,N,-73.78883361816406,40.64153671264648,1,52.0,0.0,0.5,1.0,5.54,0.3,59.34
151631,1,2016-06-01 08:13:07,2016-06-01 08:55:44,1,19.0,-73.96488189697266,40.80182266235352,2,N,-73.77628326416014,40.64554977416992,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
151745,1,2016-06-01 08:13:14,2016-06-01 08:50:25,2,16.6,-73.9791488647461,40.75432586669922,2,N,-73.78875732421875,40.6446418762207,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
151801,2,2016-06-01 08:13:23,2016-06-01 08:58:34,1,19.42,-74.00849914550781,40.70772933959961,2,N,-73.7849884033203,40.643165588378906,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
151866,1,2016-06-01 08:16:26,2016-06-01 09:06:48,1,20.7,-73.9786376953125,40.7775764465332,2,N,-73.78321838378906,40.64379501342773,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
151958,1,2016-06-01 08:16:37,2016-06-01 08:58:19,2,16.5,-73.98486328125,40.74427795410156,2,N,-73.79020690917969,40.64684677124024,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
152016,2,2016-06-01 08:08:24,2016-06-01 08:53:34,1,17.76,-73.97647857666014,40.760608673095696,2,N,-73.78211212158203,40.64431381225585,1,52.0,0.0,0.5,9.0,5.54,0.3,67.34
152024,1,2016-06-01 08:08:27,2016-06-01 08:45:59,1,16.7,-73.9886703491211,40.731201171875,2,N,-73.78876495361328,40.64458084106445,1,52.0,0.0,0.5,7.0,5.44,0.3,65.24
152069,2,2016-06-01 08:16:49,2016-06-01 09:01:53,6,21.53,-73.98233032226562,40.76239013671875,2,N,-73.78250885009766,40.64416885375977,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
152151,2,2016-06-01 08:06:13,2016-06-01 08:46:26,1,17.75,-73.99484252929686,40.750160217285156,2,N,-73.7825698852539,40.64881134033203,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
152482,2,2016-06-01 08:13:36,2016-06-01 08:44:58,4,18.99,-73.95037078857422,40.77558898925781,2,N,-73.78713226318358,40.64742660522461,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
152869,2,2016-06-01 08:09:29,2016-06-01 08:40:53,1,20.26,-73.95808410644531,40.76055908203125,2,N,-73.78228759765625,40.64421463012695,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
152979,1,2016-06-01 08:09:42,2016-06-01 09:10:38,1,19.6,-74.00572204589844,40.73790740966797,2,N,-73.77890014648438,40.64507293701172,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
152986,1,2016-06-01 08:09:44,2016-06-01 08:49:20,2,20.4,-73.93814086914062,40.847557067871094,2,N,-73.7864761352539,40.644432067871094,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
153118,2,2016-06-01 08:17:38,2016-06-01 09:05:36,1,21.07,-73.98612213134766,40.77558135986328,2,N,-73.78598022460938,40.64524841308594,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
153291,2,2016-06-01 08:10:18,2016-06-01 08:52:57,1,20.25,-74.01171875,40.703926086425774,2,N,-73.78341674804686,40.6437873840332,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8
153660,1,2016-06-01 08:14:09,2016-06-01 08:51:46,1,15.9,-73.98278045654298,40.751258850097656,2,N,-73.79148864746094,40.64484786987305,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
153898,1,2016-06-01 08:18:00,2016-06-01 09:02:26,1,18.0,-73.97879028320312,40.76204681396485,2,N,-73.7833023071289,40.64385223388672,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
154244,1,2016-06-01 08:14:17,2016-06-01 09:01:28,1,20.1,-73.9736328125,40.77937698364258,2,N,-73.78589630126955,40.64338684082031,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
154287,1,2016-06-01 08:20:02,2016-06-01 08:58:40,1,17.3,-73.98830413818358,40.74825668334961,2,N,-73.7824478149414,40.648834228515625,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
155045,1,2016-06-01 08:14:47,2016-06-01 09:22:46,1,17.6,-73.98921966552734,40.77051544189453,2,N,-73.77635955810547,40.64522552490234,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
155054,1,2016-06-01 08:14:49,2016-06-01 08:50:14,1,18.7,-73.95150756835938,40.782711029052734,2,N,-73.78265380859375,40.64404296875,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
155469,1,2016-06-01 08:06:35,2016-06-01 08:53:39,5,21.1,-73.97482299804686,40.760475158691406,2,N,-73.78380584716798,40.64392852783203,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
155510,2,2016-06-01 08:22:05,2016-06-01 08:59:57,1,17.23,-73.97425079345702,40.75862884521485,2,N,-73.77639770507811,40.645374298095696,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
155710,2,2016-06-01 08:22:32,2016-06-01 08:52:51,5,18.35,-73.94730377197266,40.77983093261719,2,N,-73.78292846679686,40.643959045410156,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
155726,1,2016-06-01 08:15:04,2016-06-01 08:52:04,2,16.5,-73.9863052368164,40.74687957763672,2,N,-73.78993225097656,40.64694213867188,1,52.0,0.0,0.5,5.55,5.54,0.3,63.89
155895,1,2016-06-01 08:06:49,2016-06-01 08:44:33,2,18.7,-73.95243835449219,40.78690719604492,2,N,-73.7828369140625,40.64399719238281,1,52.0,0.0,0.5,6.0,10.54,0.3,69.34
156262,1,2016-06-01 08:23:22,2016-06-01 09:15:59,1,17.6,-73.97996520996094,40.75215911865234,2,N,-73.77660369873048,40.64497756958008,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
156277,1,2016-06-01 08:23:26,2016-06-01 09:01:21,1,16.9,-73.9871826171875,40.720619201660156,2,N,-73.78854370117188,40.64749526977539,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
156607,1,2016-06-01 08:18:59,2016-06-01 08:57:45,1,17.5,-73.9917984008789,40.744239807128906,2,N,-73.78895568847656,40.64733123779297,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
157560,2,2016-06-01 08:28:48,2016-06-01 09:06:56,1,16.91,-73.99142456054686,40.74665451049805,2,N,-73.79006958007811,40.646934509277344,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
157756,1,2016-06-01 08:32:15,2016-06-01 09:07:37,1,19.4,-73.95733642578125,40.78302383422852,2,N,-73.782958984375,40.64890670776367,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
157772,2,2016-06-01 08:32:17,2016-06-01 09:20:06,1,17.64,-73.98258209228516,40.72414016723633,2,N,-73.7834701538086,40.643718719482415,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
157845,2,2016-06-01 08:29:12,2016-06-01 09:15:38,5,22.13,-73.97930908203125,40.76520156860352,2,N,-73.77665710449219,40.64646911621094,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
157944,2,2016-06-01 08:07:44,2016-06-01 08:48:51,1,17.52,-73.990478515625,40.7559814453125,2,N,-73.78993225097656,40.6469612121582,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
157992,1,2016-06-01 08:29:31,2016-06-01 09:09:33,1,20.5,-73.95978546142578,40.76302337646485,2,N,-73.78874969482422,40.64148330688477,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
158154,1,2016-06-01 08:29:45,2016-06-01 09:04:18,1,16.7,-73.97358703613281,40.73822021484375,2,N,-73.77693939208984,40.644691467285156,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
158522,1,2016-06-01 08:29:55,2016-06-01 09:04:11,1,19.3,-73.95664978027344,40.76802444458008,2,N,-73.78292846679686,40.643951416015625,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
158999,2,2016-06-01 08:30:46,2016-06-01 09:14:33,1,16.43,-73.969482421875,40.76581954956055,2,N,-73.78893280029298,40.64157104492188,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
159478,2,2016-06-01 08:25:29,2016-06-01 09:02:24,2,17.08,-73.97811889648438,40.75712585449219,2,N,-73.7763442993164,40.64534378051758,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
159494,1,2016-06-01 08:31:29,2016-06-01 09:07:25,2,17.4,-73.9870834350586,40.72538375854492,2,Y,-73.78356170654298,40.64372253417969,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
159611,1,2016-06-01 08:25:41,2016-06-01 08:58:59,1,18.6,-73.94707489013672,40.78439331054688,2,N,-73.77631378173827,40.645694732666016,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
159672,2,2016-06-01 08:31:48,2016-06-01 09:10:54,5,16.94,-73.98800659179686,40.74791717529297,2,N,-73.78069305419923,40.64645385742188,1,52.0,0.0,0.5,5.55,5.54,0.3,63.89
159753,2,2016-06-01 08:36:21,2016-06-01 09:07:13,1,16.0,-73.97917938232422,40.746009826660156,2,N,-73.7802505493164,40.64537048339844,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
160028,1,2016-06-01 08:33:13,2016-06-01 09:17:45,1,20.7,-73.972412109375,40.79655456542969,2,N,-73.77647399902342,40.64502334594727,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
160116,2,2016-06-01 08:40:08,2016-06-01 09:14:44,1,20.2,-73.9603271484375,40.76190185546875,2,N,-73.78202056884766,40.64437103271485,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
160190,1,2016-06-01 08:33:20,2016-06-01 09:09:00,2,16.0,-73.96136474609375,40.7566795349121,2,N,-73.7865676879883,40.64451217651367,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8
160365,2,2016-06-01 08:26:10,2016-06-02 08:18:44,1,20.89,-73.98018646240234,40.78229141235352,2,N,-73.79090118408203,40.6465950012207,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
160603,2,2016-06-01 08:36:48,2016-06-01 09:10:36,1,19.33,-73.955810546875,40.78512954711913,2,N,-73.78189086914062,40.64435958862305,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
160730,1,2016-06-01 08:40:53,2016-06-01 09:10:07,1,17.8,-73.94798278808595,40.78997421264648,2,N,-73.78706359863281,40.64466094970703,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
160740,2,2016-06-01 08:36:52,2016-06-01 09:17:31,1,19.15,-73.96791076660156,40.79888916015625,2,N,-73.77978515625,40.6453857421875,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
160800,1,2016-06-01 08:26:31,2016-06-01 09:15:17,1,17.4,-73.98244476318358,40.76222610473633,2,N,-73.7860336303711,40.64374542236328,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
161053,2,2016-06-01 08:37:08,2016-06-01 09:18:06,1,16.95,-73.98843383789062,40.74576187133789,2,N,-73.7820587158203,40.644325256347656,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
161109,1,2016-06-01 08:41:10,2016-06-01 09:28:04,3,28.5,-74.01616668701173,40.70996475219727,2,N,-73.77630615234375,40.64545822143555,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
161243,2,2016-06-01 08:41:13,2016-06-01 09:18:50,1,17.41,-73.96894073486328,40.75804138183594,2,N,-73.7781982421875,40.64686965942383,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
161310,1,2016-06-01 08:26:49,2016-06-01 09:16:42,2,17.7,-74.00386810302734,40.741615295410156,2,N,-73.78374481201173,40.643646240234375,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
161347,1,2016-06-01 08:26:55,2016-06-01 09:12:03,1,19.3,-73.9708251953125,40.7958869934082,2,N,-73.78980255126955,40.647010803222656,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
161486,2,2016-06-01 08:26:58,2016-06-01 09:07:47,1,16.89,-73.98564147949219,40.73833847045898,2,N,-73.78302764892578,40.64392852783203,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
161549,1,2016-06-01 08:41:26,2016-06-01 09:23:16,1,21.1,-73.96031188964844,40.77888488769531,2,N,-73.78994750976562,40.64700698852539,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
161872,2,2016-06-01 08:41:41,2016-06-01 09:31:40,2,17.98,-73.98693084716798,40.7582893371582,2,N,-73.79125213623048,40.64606857299805,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
161878,2,2016-06-01 08:41:43,2016-06-01 09:15:30,1,20.91,-73.96546936035155,40.7547607421875,2,N,-73.77633666992188,40.6455307006836,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
161940,1,2016-06-01 08:34:28,2016-06-01 09:19:49,4,18.1,-73.99903869628906,40.73240661621094,2,N,-73.78318786621094,40.64387893676758,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
162189,2,2016-06-01 08:37:57,2016-06-01 09:15:10,1,16.37,-73.96511840820312,40.75539779663085,2,N,-73.78902435302734,40.64163589477539,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
162193,1,2016-06-01 08:37:58,2016-06-01 09:23:33,2,17.2,-73.99236297607422,40.74977111816406,2,N,-73.7787094116211,40.64505386352539,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
162218,2,2016-06-01 08:38:01,2016-06-01 09:16:02,2,21.54,-73.97786712646483,40.76169967651367,2,N,-73.77738189697266,40.646839141845696,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
162438,1,2016-06-01 08:41:54,2016-06-01 09:29:52,1,17.3,-73.99108123779298,40.74544143676758,2,N,-73.78014373779298,40.64586639404297,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
162634,1,2016-06-01 08:27:37,2016-06-01 09:05:48,1,18.9,-73.95752716064453,40.7741813659668,2,N,-73.78922271728516,40.64271545410156,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
162657,1,2016-06-01 08:35:04,2016-06-01 09:33:15,1,20.2,-74.00978851318358,40.70616149902344,2,N,-73.78294372558594,40.6439208984375,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
162720,2,2016-06-01 08:42:06,2016-06-01 09:33:03,1,29.62,-74.00524139404298,40.72099685668945,2,N,-73.7835464477539,40.643798828125,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
162849,2,2016-06-01 08:38:28,2016-06-01 08:49:45,1,15.29,-73.96881866455078,40.76393127441406,2,N,-73.7830581665039,40.64387512207031,1,52.0,4.5,0.5,11.46,0.0,0.3,68.76
162853,1,2016-06-01 08:38:29,2016-06-01 09:23:53,1,17.4,-73.9898681640625,40.74365234375,2,N,-73.79011535644531,40.64689254760742,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
162893,2,2016-06-01 08:42:16,2016-06-01 09:20:41,1,21.57,-73.97779846191406,40.764514923095696,2,N,-73.7818603515625,40.644386291503906,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
162995,2,2016-06-01 08:38:33,2016-06-01 09:12:32,2,19.56,-73.95296478271484,40.76817321777344,2,N,-73.77632904052734,40.64547348022461,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
163044,1,2016-06-01 08:42:22,2016-06-01 09:10:43,2,19.8,-73.96089172363281,40.76164245605469,2,N,-73.78286743164062,40.64392471313477,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
163117,1,2016-06-01 08:35:23,2016-06-01 09:23:34,1,20.7,-73.97813415527344,40.77332305908203,2,N,-73.77672576904298,40.64479064941406,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
163161,1,2016-06-01 08:38:42,2016-06-01 09:22:20,1,17.7,-73.99578094482422,40.749168395996094,2,N,-73.78291320800781,40.64397811889648,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
163273,1,2016-06-01 08:38:48,2016-06-01 09:16:05,2,18.5,-73.98599243164062,40.722816467285156,2,N,-73.78316497802734,40.64387130737305,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
163317,1,2016-06-01 08:44:20,2016-06-01 09:32:39,1,21.8,-73.98389434814453,40.77487182617188,2,N,-73.77628326416014,40.64557266235352,1,52.0,0.0,0.5,11.66,5.54,0.3,70.0
163389,1,2016-06-01 08:35:41,2016-06-01 09:08:57,2,18.5,-73.95220947265625,40.78151321411133,2,N,-73.7823715209961,40.64416122436523,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
163600,1,2016-06-01 08:44:31,2016-06-01 09:31:45,1,19.6,-73.97628784179686,40.77585220336913,2,N,-73.7922134399414,40.6447868347168,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
163673,1,2016-06-01 08:35:50,2016-06-01 09:07:31,1,20.0,-73.96556854248048,40.75873565673828,2,N,-73.7840576171875,40.64350128173828,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
164220,2,2016-06-01 08:47:54,2016-06-01 09:25:01,1,20.96,-73.97791290283203,40.78377151489258,2,N,-73.7764892578125,40.64508819580078,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
164274,2,2016-06-01 08:42:59,2016-06-01 09:34:03,2,20.88,-74.01461791992188,40.70463180541992,2,N,-73.78295135498048,40.64397048950195,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
164344,1,2016-06-01 08:43:10,2016-06-01 09:23:23,2,19.2,-73.95669555664062,40.77166366577149,2,N,-73.7822036743164,40.64427185058594,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
164353,1,2016-06-01 08:39:33,2016-06-01 09:32:30,1,17.6,-73.96063995361328,40.77388381958008,2,N,-73.77679443359375,40.64476776123047,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
164378,1,2016-06-01 08:39:38,2016-06-01 09:21:29,2,19.9,-73.96375274658203,40.76786422729492,2,N,-73.78165435791014,40.644508361816406,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
164725,1,2016-06-01 08:51:40,2016-06-01 09:31:23,1,17.6,-73.98514556884766,40.759559631347656,2,N,-73.78193664550781,40.64685440063477,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
164980,1,2016-06-01 08:51:51,2016-06-01 09:33:29,2,17.6,-73.99237823486328,40.74380874633789,2,N,-73.78392791748048,40.643550872802734,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
164994,2,2016-06-01 08:51:53,2016-06-01 09:55:09,5,19.47,-74.0076904296875,40.73249816894531,2,N,-73.77644348144531,40.645183563232415,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
165130,1,2016-06-01 08:45:33,2016-06-01 09:19:59,3,19.9,-73.97283172607422,40.78063201904297,2,N,-73.78836059570312,40.64457702636719,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
165291,2,2016-06-01 08:45:38,2016-06-01 09:17:29,2,18.89,-73.95245361328125,40.77709579467773,2,N,-73.80750274658203,40.65582275390625,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
165359,2,2016-06-01 08:48:37,2016-06-01 09:47:11,1,20.68,-73.9818801879883,40.76303482055664,2,N,-73.78308868408203,40.648921966552734,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
165493,2,2016-06-01 08:45:47,2016-06-01 09:17:58,1,19.53,-73.95050048828125,40.777320861816406,2,N,-73.77632904052734,40.645851135253906,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
165613,1,2016-06-01 08:45:55,2016-06-01 09:19:28,1,19.1,-73.94939422607422,40.773216247558594,2,N,-73.77632904052734,40.64570617675781,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
166136,1,2016-06-01 08:46:13,2016-06-01 09:25:39,1,19.7,-73.96633148193358,40.77326965332031,2,N,-73.78608703613281,40.64370727539063,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
166190,1,2016-06-01 08:56:16,2016-06-01 09:58:18,2,16.1,-74.0080337524414,40.73958587646485,2,N,-73.79055786132812,40.646766662597656,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
166220,2,2016-06-01 08:52:33,2016-06-01 09:28:52,1,15.96,-73.97760009765625,40.752586364746094,2,N,-73.789306640625,40.64179229736328,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
166279,2,2016-06-01 08:49:13,2016-06-01 09:34:34,1,21.28,-73.97908020019531,40.76187515258789,2,N,-73.78800201416014,40.6474494934082,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
166771,1,2016-06-01 08:56:38,2016-06-01 09:45:58,1,17.9,-73.98989868164062,40.75625228881836,2,N,-73.7819061279297,40.64435958862305,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
167125,2,2016-06-01 08:56:53,2016-06-01 09:29:52,2,16.4,-73.96382904052734,40.76287841796875,2,N,-73.77645111083984,40.6450309753418,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8
167204,2,2016-06-01 08:53:22,2016-06-01 09:42:03,2,23.42,-73.99712371826173,40.72251510620117,2,N,-73.78911590576173,40.64169692993164,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
167302,2,2016-06-01 08:57:02,2016-06-01 09:38:13,6,17.16,-73.98998260498048,40.756935119628906,2,N,-73.7826156616211,40.6441650390625,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
167356,2,2016-06-01 08:53:29,2016-06-01 09:25:27,2,16.01,-73.97853088378906,40.74504089355469,2,N,-73.78230285644531,40.64421844482422,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
167365,1,2016-06-01 08:53:31,2016-06-01 09:24:23,1,16.2,-73.97276306152342,40.74602127075195,2,N,-73.78350067138672,40.64377212524415,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
167424,2,2016-06-01 08:47:08,2016-06-01 09:34:02,2,21.43,-73.9788589477539,40.76234817504883,2,N,-73.78247833251955,40.64878845214844,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
167512,2,2016-06-01 08:53:37,2016-06-01 09:39:36,1,16.97,-73.98683166503906,40.74700927734375,2,N,-73.78246307373048,40.648780822753906,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
167604,1,2016-06-01 08:57:16,2016-06-01 09:45:01,3,21.9,-73.98719024658203,40.76876831054688,2,N,-73.78252410888672,40.648780822753906,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
167784,1,2016-06-01 08:50:14,2016-06-01 09:25:53,1,16.6,-73.97466278076173,40.75373840332031,2,N,-73.79042053222656,40.64678192138672,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
167947,2,2016-06-01 08:50:24,2016-06-01 09:42:12,2,20.87,-73.97425079345702,40.77873229980469,2,N,-73.77651977539062,40.645103454589844,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
168017,2,2016-06-01 08:47:30,2016-06-01 09:16:28,1,20.7,-73.95507049560547,40.76515579223633,2,N,-73.78501892089844,40.64315414428711,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
168316,2,2016-06-01 08:59:43,2016-06-01 09:23:15,5,17.9,-73.94418334960938,40.78300094604492,2,N,-73.79006958007811,40.646881103515625,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
168344,1,2016-06-01 08:50:40,2016-06-01 09:27:22,1,21.6,-73.9729995727539,40.75656509399415,2,N,-73.7762451171875,40.64553833007813,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
168600,1,2016-06-01 08:54:27,2016-06-01 09:40:18,1,20.8,-73.97773742675781,40.78637313842773,2,N,-73.7771987915039,40.64459228515625,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
168677,1,2016-06-01 09:00:00,2016-06-01 09:27:43,4,15.8,-73.98052215576173,40.74263000488281,2,N,-73.79367828369139,40.644630432128906,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
168898,2,2016-06-01 08:58:14,2016-06-01 09:38:37,1,21.82,-73.98403930664062,40.73757934570313,2,N,-73.7891616821289,40.64168930053711,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
168921,1,2016-06-01 08:54:35,2016-06-01 09:32:56,1,17.3,-73.98973846435547,40.731117248535156,2,N,-73.79022216796875,40.6468505859375,1,52.0,0.0,0.5,4.0,5.54,0.3,62.34
168991,1,2016-06-01 09:00:17,2016-06-01 09:35:39,3,15.6,-73.98506927490234,40.74752807617188,2,N,-73.80394744873048,40.66018676757813,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
169013,1,2016-06-01 09:00:22,2016-06-01 09:43:20,1,17.3,-73.98357391357422,40.76015090942383,2,N,-73.78990936279298,40.64695739746094,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
169798,2,2016-06-01 08:55:06,2016-06-01 09:43:26,1,21.2,-73.97501373291014,40.77769088745117,2,N,-73.78230285644531,40.64426040649415,1,52.0,0.0,0.5,8.5,5.54,0.3,66.84
169883,2,2016-06-01 08:58:57,2016-06-01 09:40:01,2,17.08,-73.98165893554686,40.7566795349121,2,N,-73.78975677490234,40.647010803222656,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
169957,2,2016-06-01 08:55:16,2016-06-01 09:27:31,1,18.17,-73.94389343261719,40.809661865234375,2,N,-73.78514099121094,40.64854049682617,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
170065,1,2016-06-01 09:04:16,2016-06-01 09:43:15,1,20.1,-73.9973373413086,40.7232780456543,2,N,-73.77633666992188,40.64537048339844,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
170103,1,2016-06-01 08:55:23,2016-06-01 10:05:52,1,19.0,-74.00501251220702,40.7191162109375,2,N,-73.78758239746094,40.64459991455078,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
170127,2,2016-06-01 09:01:04,2016-06-01 09:38:27,3,17.81,-73.99639892578125,40.74188995361328,2,N,-73.77635192871094,40.64593124389648,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
170208,2,2016-06-01 08:59:08,2016-06-01 09:30:49,3,19.46,-73.94645690917969,40.772926330566406,2,N,-73.77642822265625,40.64628219604492,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
170257,1,2016-06-01 09:04:23,2016-06-01 09:34:47,1,16.7,-73.97904968261719,40.73628234863281,2,N,-73.77883911132812,40.64506149291992,1,52.0,0.0,0.5,5.8,5.54,0.3,64.14
170259,1,2016-06-01 09:04:23,2016-06-01 09:34:26,1,15.9,-73.97252655029298,40.74515151977539,2,N,-73.78390502929686,40.64353561401367,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
